"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"LiMixed_tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.none_ner.none",0.794761059415567,0.809283500314518,0.801956539394061,0.756469709417803,0.699309428269413,0.72676738703169,0.768964960576474,0.756339449248606,0.762599951888402,0.763774626104718
"LiMixed_tok.biocnlptokenizer_notlc_sw.nltk2018stopwords_cf.default_ner.none",0.785015907460199,0.800221542891825,0.792545798767155,0.744075375602549,0.681190037343488,0.711245397929628,0.789947423314412,0.785127316753349,0.787529994692676,0.763773730463153
"BlockDistance_tok.whitespace_lc_sw.biosses2017stopwords_cf.blagec2019_ner.none",0.77535109234322,0.796118701848908,0.785597670912597,0.732416740653569,0.684788328107655,0.707802203598692,0.796377749967286,0.798855282053954,0.797614592101975,0.763671488871088
"LiMixed_tok.biocnlptokenizer_notlc_sw.nltk2018stopwords_cf.biosses_ner.none",0.784096257080458,0.80051155047266,0.792218878997599,0.743590644645421,0.680533001489443,0.710665783344625,0.789836955495282,0.78419964310357,0.787008204460771,0.763297622267665
"LiMixed_tok.biocnlptokenizer_notlc_sw.biosses2017stopwords_cf.default_ner.none",0.78257093223696,0.797889624795265,0.79015603992134,0.744672312380404,0.681747661077381,0.711822067387014,0.789308469304423,0.784609099059335,0.786951768541052,0.762976625283135
"BlockDistance_tok.biocnlptokenizer_lc_sw.nltk2018stopwords_cf.default_ner.none",0.78871396003587,0.80688916099301,0.797698045446852,0.715264647669123,0.668925462519549,0.691319395716148,0.796510715490965,0.80192805127824,0.799210203324771,0.76274254816259
"LiMixed_tok.biocnlptokenizer_notlc_sw.biosses2017stopwords_cf.none_ner.none",0.782771856655926,0.79651876343358,0.789585480193442,0.744141252160464,0.68099759777016,0.711170571411514,0.789470485610532,0.785312851483304,0.787386180197782,0.762714077267579
"LiMixed_tok.biocnlptokenizer_notlc_sw.biosses2017stopwords_cf.blagec2019_ner.none",0.781746320018952,0.797128706153977,0.789362580682289,0.744449196497845,0.681233133840299,0.711439636058104,0.789756425809165,0.784362145936014,0.787050043158644,0.762617419966346
"LiMixed_tok.biocnlptokenizer_notlc_sw.biosses2017stopwords_cf.biosses_ner.none",0.781674248771596,0.797877546721594,0.789692789720253,0.744438925991187,0.681212196262022,0.711423528297588,0.789213616580377,0.783938614931771,0.786567271843249,0.762561196620363
"LiMixed_tok.stanfordcorenlpv4_2_0_notlc_sw.nonestopwords_cf.default_ner.none",0.779381099068804,0.798741025360067,0.788942311345855,0.75070994219009,0.69607966663721,0.722363394252568,0.775661961162198,0.773829589709799,0.774744691988613,0.762016799195679
"LiMixed_tok.stanfordcorenlpv4_2_0_notlc_sw.nonestopwords_cf.biosses_ner.none",0.779485391897154,0.799174776689965,0.789207299199835,0.75065317237589,0.695861306288113,0.722219521205546,0.775018085614302,0.773392741519455,0.774204560516971,0.761877126974117
"LiMixed_tok.whitespace_notlc_sw.biosses2017stopwords_cf.blagec2019_ner.none",0.774468196751793,0.790171735719348,0.782241161799167,0.748396092256828,0.686680636626225,0.71621132826742,0.789756425809165,0.784362145936014,0.787050043158644,0.761834177741744
"LiMixed_tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none",0.779135792661655,0.804214722945802,0.791476643303023,0.75721983627065,0.703113310517094,0.729164228094938,0.768451992045323,0.76045992317862,0.764435069173555,0.761691980190505
"LiMixed_tok.biocnlptokenizer_lc_sw.nltk2018stopwords_cf.blagec2019_ner.none",0.790843159838395,0.800054503988048,0.79542216493678,0.758438019128843,0.695790564615003,0.725764881056823,0.774948874522187,0.74917851080743,0.761845826477119,0.761010957490241
"BlockDistance_tok.biocnlptokenizer_lc_sw.biosses2017stopwords_cf.default_ner.none",0.78369507751398,0.803213560133368,0.793334283191273,0.715936159299136,0.669692495118811,0.692042664299866,0.794717935934843,0.799663962130642,0.79718327735284,0.760853408281326
"LiMixed_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.blagec2019_ner.none",0.780827454419876,0.804166528498193,0.792325157248714,0.753040514597463,0.695985131041643,0.723389544980234,0.768451992045323,0.76045992317862,0.764435069173555,0.760049923800835
"BlockDistance_tok.biocnlptokenizer_lc_sw.biosses2017stopwords_cf.none_ner.none",0.78324724048541,0.801722311847348,0.792377099567379,0.714527965576536,0.667348629637319,0.690132911023431,0.794663354686738,0.799773585305678,0.797210280755127,0.759906763781979
"LiMixed_tok.stanfordcorenlpv4_2_0_lc_sw.nltk2018stopwords_cf.none_ner.none",0.797123271809257,0.805743668403643,0.801410289380845,0.761853491440203,0.699323077127165,0.72925030337218,0.772873290056705,0.720123207437741,0.745566374084095,0.75874232227904
"LiMixed_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.none_ner.none",0.781453052948264,0.801524287371009,0.791361424354851,0.746453784570392,0.689054419853871,0.71660653403394,0.772330151178622,0.755798647887905,0.763974979518007,0.757314312635599
"Jaccard_tok.whitespace_lc_sw.nltk2018stopwords_cf.biosses_ner.none",0.781642202667765,0.815063639372251,0.798003140740515,0.706430277791264,0.679723344685958,0.692819530853405,0.758716626884499,0.797051208255964,0.777411629836891,0.756078100476937
"LiMixed_tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none",0.768546697006444,0.787310520446938,0.777815461753384,0.745787961051061,0.691124793065857,0.717416626410545,0.775211942240309,0.769325660462428,0.77225758494812,0.75582989103735
"LiMixed_tok.stanfordcorenlpv4_2_0_notlc_sw.nltk2018stopwords_cf.blagec2019_ner.none",0.781449860926853,0.792536341999707,0.786954057263798,0.752373553487933,0.688501257650095,0.719021713468611,0.769717302887845,0.750422446101906,0.759947421444544,0.755307730725651
"LiMixed_tok.whitespace_notlc_sw.nonestopwords_cf.biosses_ner.none",0.767810642643573,0.78662977387446,0.777106289547009,0.745727479382221,0.690722988958332,0.717172119554258,0.774633082239093,0.767862585098679,0.771232974751452,0.75517046128424
"LiMixed_tok.stanfordcorenlpv4_2_0_notlc_sw.nonestopwords_cf.none_ner.none",0.779478745606566,0.804897858216013,0.791984394808555,0.745600027454357,0.688657933722316,0.715998639280721,0.763333434034901,0.748850203171273,0.756022460632571,0.754668498240616
"LiMixed_tok.whitespace_notlc_sw.biosses2017stopwords_cf.none_ner.none",0.762309236478907,0.78746193717116,0.77468147335239,0.73213021832089,0.67399993433459,0.701863505509439,0.789470485610532,0.785312851483304,0.787386180197782,0.754643719686537
"Jaccard_tok.whitespace_lc_sw.biosses2017stopwords_cf.biosses_ner.none",0.777087115779863,0.811782526725062,0.794056007437769,0.707607705766151,0.680389970349328,0.693731976976497,0.757200287584384,0.795705789170212,0.775975651600799,0.754587878671688
"LiMixed_tok.biocnlptokenizer_notlc_sw.nonestopwords_cf.default_ner.none",0.768670615397209,0.7873767878124,0.777911262586011,0.742331507439181,0.686709279472225,0.713437907821862,0.775211942240309,0.769325660462428,0.77225758494812,0.754535585118664
"LiMixed_tok.stanfordcorenlpv4_2_0_notlc_sw.nonestopwords_cf.blagec2019_ner.none",0.774132658346393,0.792427533780433,0.783173268866849,0.750268649402799,0.693821643992445,0.720941938527617,0.761650585976678,0.756523129310707,0.759078198946866,0.754397802113777
"LiMixed_tok.biocnlptokenizer_notlc_sw.nonestopwords_cf.biosses_ner.none",0.768128863391374,0.786985207925577,0.777442715514458,0.742216895051055,0.686282022700109,0.713154354810035,0.774633082239093,0.767862585098679,0.771232974751452,0.753943348358648
"Jaccard_tok.stanfordcorenlpv4_2_0_lc_sw.nltk2018stopwords_cf.default_ner.none",0.773406295325756,0.80391419987969,0.788365211735535,0.715635734667553,0.690148829895789,0.702661243212378,0.739254287561019,0.804166952957581,0.770345583282269,0.753790679410061
"LiMixed_tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none",0.761439934044577,0.795678281413054,0.778182686587862,0.744593996412962,0.694838004514893,0.718856057539161,0.772330151178622,0.755798647887905,0.763974979518007,0.75367124121501
"Jaccard_tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none",0.773998399877705,0.807250043593064,0.790274601846638,0.705693657665076,0.679534253441739,0.692366951279297,0.757974205771127,0.797956213483791,0.777451510261166,0.753364354462367
"Jaccard_tok.stanfordcorenlpv4_2_0_lc_sw.nltk2018stopwords_cf.biosses_ner.none",0.773123351768976,0.804707151970889,0.788599141732364,0.715399664654735,0.689609929895704,0.702268104792292,0.737582371762021,0.803106429771804,0.768951062224504,0.753272769583053
"LiMixed_tok.whitespace_notlc_sw.nltk2018stopwords_cf.blagec2019_ner.none",0.777057464879782,0.793358030145405,0.785123149382729,0.74730083501567,0.685642401187133,0.715145060856796,0.769869568631634,0.747852822659696,0.758701503364002,0.752989904534509
"Jaccard_tok.stanfordcorenlpv4_2_0_lc_sw.biosses2017stopwords_cf.default_ner.none",0.767377057874402,0.800837330811786,0.783750231075469,0.716319044382988,0.690299819110482,0.703068783728515,0.737929341215413,0.801542083302726,0.768421436173324,0.751746816992436
"Jaccard_tok.stanfordcorenlpv4_2_0_lc_sw.biosses2017stopwords_cf.blagec2019_ner.none",0.76751840068925,0.801271670587874,0.784031926753024,0.716129618946082,0.689813103537692,0.702725064229866,0.737625758968024,0.801616970500681,0.768291205729856,0.751682732237582
"Jaccard_tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none",0.76920768209014,0.80299398986956,0.785737805392323,0.70686798593427,0.680208432238934,0.693282011304734,0.756425458381128,0.79573893285374,0.775584326550267,0.751534714415774
"Jaccard_tok.biocnlptokenizer_lc_sw.nltk2018stopwords_cf.biosses_ner.none",0.783097995966337,0.813687871298508,0.798099926131535,0.692279310078277,0.665074292900396,0.678404170629543,0.758716626884499,0.797051208255964,0.777411629836891,0.751305242199323
"Jaccard_tok.stanfordcorenlpv4_2_0_lc_sw.biosses2017stopwords_cf.biosses_ner.none",0.767050502244949,0.800884492225504,0.783602450571289,0.716117406264769,0.689799510217399,0.702712130864182,0.736259645024222,0.80146164343144,0.767478306404907,0.751264295946793
"LiMixed_tok.whitespace_lc_sw.nltk2018stopwords_cf.none_ner.none",0.781565043538869,0.806841807076057,0.794002307195101,0.744382197240555,0.688394935272366,0.715294685906347,0.77713577575003,0.713869770486545,0.744160528808029,0.751152507303159
"LiMixed_tok.biocnlptokenizer_lc_sw.nltk2018stopwords_cf.none_ner.none",0.787927348553665,0.79153593382453,0.789727518938267,0.751384783559581,0.689257764612294,0.718981675138172,0.77713577575003,0.713869770486545,0.744160528808029,0.750956574294822
"Jaccard_tok.biocnlptokenizer_lc_sw.biosses2017stopwords_cf.blagec2019_ner.none",0.778494927862431,0.810955082710315,0.794393550492029,0.693048631275902,0.66560159384738,0.679047874222563,0.758322064218,0.795341990263447,0.776390981146989,0.749944135287194
"LiMixed_tok.biocnlptokenizer_notlc_sw.nltk2018stopwords_cf.blagec2019_ner.none",0.775776782263386,0.787020156139248,0.78135802458148,0.742876754759488,0.678515382144753,0.709238910298047,0.769869568631634,0.747852822659696,0.758701503364002,0.749766146081176
"Jaccard_tok.biocnlptokenizer_lc_sw.biosses2017stopwords_cf.biosses_ner.none",0.778587259785524,0.810580436441911,0.794261804268063,0.693033048722713,0.66559524924151,0.679037092762431,0.757200287584384,0.795705789170212,0.775975651600799,0.749758182877097
"Jaccard_tok.stanfordcorenlpv4_2_0_lc_sw.biosses2017stopwords_cf.none_ner.none",0.764354598497676,0.802815984844772,0.783113333399589,0.712556188861178,0.68342782309718,0.697688112207899,0.736821478673954,0.802411688557269,0.768219109950112,0.7496735185192
"LiMixed_tok.whitespace_notlc_sw.nonestopwords_cf.blagec2019_ner.none",0.761791372179387,0.781141631152983,0.771345163759245,0.745987286159028,0.691447203617424,0.717682547089891,0.760918636704884,0.755466908869481,0.75818297272793,0.749070227859022
"Jaccard_tok.biocnlptokenizer_lc_sw.nltk2018stopwords_cf.default_ner.none",0.775169264693687,0.805417800778334,0.790004091567203,0.692942239283773,0.666055057124776,0.679232672485868,0.757974205771127,0.797956213483791,0.777451510261166,0.748896091438079
"LiMixed_tok.biocnlptokenizer_notlc_sw.nonestopwords_cf.none_ner.none",0.772551308419403,0.791921658930052,0.782116567739222,0.736160589533565,0.67862227427132,0.706221408640246,0.765822423943203,0.750267360386459,0.757965094779229,0.748767690386232
"Jaccard_tok.whitespace_lc_sw.biosses2017stopwords_cf.blagec2019_ner.none",0.757120208860449,0.791910566647036,0.774124701844186,0.70661712890301,0.680957837253095,0.69355023490623,0.758322064218,0.795341990263447,0.776390981146989,0.748021972632468
"LiMixed_tok.biocnlptokenizer_notlc_sw.nonestopwords_cf.blagec2019_ner.none",0.762947630999044,0.784316440389227,0.773484476520754,0.741880136100146,0.68427736274266,0.711915455920802,0.760918636704884,0.755466908869481,0.75818297272793,0.747860968389829
"Jaccard_tok.biocnlptokenizer_lc_sw.biosses2017stopwords_cf.default_ner.none",0.770447197552118,0.801624266350034,0.78572658264039,0.693364112601915,0.666287852532411,0.67955638274377,0.756425458381128,0.79573893285374,0.775584326550267,0.746955763978142
"Jaccard_tok.biocnlptokenizer_lc_sw.biosses2017stopwords_cf.none_ner.none",0.769916339345628,0.800434415633099,0.78487883451088,0.692130942710757,0.664881778328339,0.678232775405706,0.755948729128799,0.796667774396721,0.775774301285045,0.746295303733877
"LiMixed_tok.stanfordcorenlpv4_2_0_notlc_sw.nltk2018stopwords_cf.none_ner.none",0.776827567122512,0.793307232669964,0.78498091707432,0.748676260572704,0.683967912057906,0.714860742861185,0.762822069053255,0.711660851983297,0.73635387135236,0.745398510429289
"LiMixed_tok.whitespace_notlc_sw.nonestopwords_cf.none_ner.none",0.747536580563053,0.782328419425355,0.764536885985311,0.734027243555508,0.684103891086227,0.70818682590518,0.765822423943203,0.750267360386459,0.757965094779229,0.743562935556573
"LiMixed_tok.biocnlptokenizer_notlc_sw.nltk2018stopwords_cf.none_ner.none",0.780530863746512,0.787784725489698,0.784141019132817,0.738825574989132,0.674324026222577,0.705102752002608,0.766103891892321,0.708867051915429,0.736374922620076,0.7418728979185
"BlockDistance_tok.whitespace_lc_sw.nltk2018stopwords_cf.blagec2019_ner.none",0.780613013337753,0.800427063772254,0.79039588085644,0.730541938501129,0.683731417528084,0.706361995784885,0.728964245778923,0.71142716614699,0.72008894707802,0.738948941239782
"LiMixed_tok.whitespace_notlc_sw.nltk2018stopwords_cf.none_ner.none",0.765869062111067,0.790211988109148,0.777850117918251,0.730899120707613,0.672747530953279,0.700618746534455,0.766103891892321,0.708867051915429,0.736374922620076,0.738281262357594
"Qgram_tok.whitespace_lc_sw.nltk2018stopwords_cf.biosses_ner.none",0.752322386122165,0.773278975850168,0.762656744744375,0.700748436355469,0.673684187267667,0.68694984782996,0.762706015802248,0.766052753586359,0.764375721378017,0.737994104650784
